func,classification
write_csv,data cleaning
ifelse,data cleaning
filter,data cleaning
sum,data cleaning
sum,data cleaning
group_by,data cleaning
sum,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
filter,data cleaning
filter,data cleaning
rm,setup
ls,setup
library,setup
library,setup
filter,data cleaning
filter,data cleaning
mutate,data cleaning
select,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
ungroup,data cleaning
rename,data cleaning
filter,data cleaning
mutate,data cleaning
select,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
ungroup,data cleaning
rename,data cleaning
colnames,data cleaning
colnames,data cleaning
rbind,setup
rm,setup
rename,data cleaning
mutate,data cleaning
ifelse,data cleaning
is.na,data cleaning
select,data cleaning
ifelse,data cleaning
str_detect,exploratory
filter,data cleaning
%in%,data cleaning
unique,data cleaning
map,data cleaning
list,data cleaning
map,data cleaning
filter,data cleaning
select,data cleaning
mutate,data cleaning
ifelse,data cleaning
str_split,data cleaning
map,data cleaning
unique,data cleaning
filter,data cleaning
select,data cleaning
distinct,data cleaning
filter,data cleaning
%in%,data cleaning
unique,data cleaning
mutate,data cleaning
as.numeric,data cleaning
filter,data cleaning
%in%,data cleaning
left_join,data cleaning
group_by,data cleaning
summarise,data cleaning
list,data cleaning
list,data cleaning
list,data cleaning
list,data cleaning
tibble,data cleaning
tibble,data cleaning
unlist,data cleaning
unlist,data cleaning
unlist,data cleaning
select,data cleaning
left_join,data cleaning
mutate,data cleaning
sum,data cleaning
round,modeling
sum,data cleaning
floor,data cleaning
for,data cleaning
as.integer,evaluation
sum,data cleaning
mutate,data cleaning
ifelse,data cleaning
for,data cleaning
print,evaluation
filter,data cleaning
sum,data cleaning
print,evaluation
mutate,data cleaning
ifelse,data cleaning
max,data cleaning
if,data cleaning
rbind,setup
rm,setup
sum,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
mutate,data cleaning
arrange,data cleaning
select,data cleaning
rename,data cleaning
for,data cleaning
print,evaluation
filter,data cleaning
sum,data cleaning
print,evaluation
mutate,data cleaning
mutate,data cleaning
mutate,data cleaning
ifelse,data cleaning
max,data cleaning
mutate,data cleaning
if,data cleaning
rbind,setup
rm,setup
sum,data cleaning
select,data cleaning
rename,data cleaning
for,data cleaning
print,evaluation
filter,data cleaning
filter,data cleaning
sum,data cleaning
print,evaluation
mutate,data cleaning
mutate,data cleaning
mutate,data cleaning
ifelse,data cleaning
desc,data cleaning
sum,data cleaning
mutate,data cleaning
ifelse,data cleaning
desc,data cleaning
mutate,data cleaning
if,data cleaning
rbind,setup
rm,setup
sum,data cleaning
select,data cleaning
rename,data cleaning
for,data cleaning
print,evaluation
filter,data cleaning
sum,data cleaning
print,evaluation
mutate,data cleaning
mutate,data cleaning
mutate,data cleaning
ifelse,data cleaning
desc,data cleaning
sum,data cleaning
mutate,data cleaning
ifelse,data cleaning
desc,data cleaning
mutate,data cleaning
if,data cleaning
rbind,setup
rm,setup
sum,data cleaning
select,data cleaning
rename,data cleaning
left_join,data cleaning
left_join,data cleaning
left_join,data cleaning
left_join,data cleaning
sum,data cleaning
sum,data cleaning
sum,data cleaning
sum,data cleaning
group_by,data cleaning
ifelse,data cleaning
is.na,data cleaning
select,data cleaning
rename,data cleaning
ungroup,data cleaning
filter,data cleaning
select,data cleaning
left_join,data cleaning
group_by,data cleaning
arrange,data cleaning
desc,data cleaning
desc,data cleaning
filter,data cleaning
mutate,data cleaning
distinct,data cleaning
left_join,data cleaning
mutate,data cleaning
ifelse,data cleaning
mutate,data cleaning
ifelse,data cleaning
mutate,data cleaning
ifelse,data cleaning
mutate,data cleaning
ifelse,data cleaning
count,data cleaning
filter,data cleaning
sum,data cleaning
sum,data cleaning
sum,data cleaning
sum,data cleaning
group_by,data cleaning
sum,data cleaning
group_by,data cleaning
sum,data cleaning
write_csv,data cleaning
ifelse,data cleaning
filter,data cleaning
sum,data cleaning
sum,data cleaning
group_by,data cleaning
sum,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
rm,setup
ls,setup
library,setup
library,setup
filter,data cleaning
filter,data cleaning
mutate,data cleaning
select,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
ungroup,data cleaning
rename,data cleaning
filter,data cleaning
mutate,data cleaning
select,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
ungroup,data cleaning
rename,data cleaning
colnames,data cleaning
colnames,data cleaning
rbind,setup
rm,setup
rename,data cleaning
mutate,data cleaning
ifelse,data cleaning
is.na,data cleaning
select,data cleaning
ifelse,data cleaning
str_detect,exploratory
filter,data cleaning
filter,data cleaning
select,data cleaning
distinct,data cleaning
filter,data cleaning
%in%,data cleaning
unique,data cleaning
mutate,data cleaning
as.numeric,data cleaning
filter,data cleaning
%in%,data cleaning
select,data cleaning
mutate,data cleaning
as.integer,evaluation
left_join,data cleaning
arrange,data cleaning
desc,data cleaning
group_by,data cleaning
summarise,data cleaning
list,data cleaning
list,data cleaning
list,data cleaning
list,data cleaning
tibble,data cleaning
tibble,data cleaning
unlist,data cleaning
unlist,data cleaning
unlist,data cleaning
unlist,data cleaning
select,data cleaning
left_join,data cleaning
mutate,data cleaning
sum,data cleaning
round,modeling
sum,data cleaning
floor,data cleaning
for,data cleaning
as.integer,evaluation
sum,data cleaning
mutate,data cleaning
ifelse,data cleaning
for,data cleaning
print,evaluation
filter,data cleaning
sum,data cleaning
print,evaluation
mutate,data cleaning
mutate,data cleaning
mutate,data cleaning
ifelse,data cleaning
max,data cleaning
if,data cleaning
sum,data cleaning
for,data cleaning
as.integer,evaluation
if,data cleaning
is.na,data cleaning
as.integer,evaluation
mutate,data cleaning
ifelse,data cleaning
max,data cleaning
mutate,data cleaning
mutate,data cleaning
if,data cleaning
rbind,setup
rm,setup
sum,data cleaning
ungroup,data cleaning
select,data cleaning
rename,data cleaning
for,data cleaning
print,evaluation
filter,data cleaning
sum,data cleaning
print,evaluation
mutate,data cleaning
mutate,data cleaning
mutate,data cleaning
ifelse,data cleaning
desc,data cleaning
sum,data cleaning
mutate,data cleaning
ifelse,data cleaning
desc,data cleaning
if,data cleaning
sum,data cleaning
for,data cleaning
as.integer,evaluation
if,data cleaning
is.na,data cleaning
as.integer,evaluation
mutate,data cleaning
ifelse,data cleaning
max,data cleaning
mutate,data cleaning
mutate,data cleaning
if,data cleaning
rbind,setup
rm,setup
sum,data cleaning
ungroup,data cleaning
select,data cleaning
rename,data cleaning
left_join,data cleaning
left_join,data cleaning
sum,data cleaning
sum,data cleaning
group_by,data cleaning
select,data cleaning
select,data cleaning
rename,data cleaning
ungroup,data cleaning
filter,data cleaning
select,data cleaning
left_join,data cleaning
group_by,data cleaning
arrange,data cleaning
desc,data cleaning
desc,data cleaning
filter,data cleaning
mutate,data cleaning
distinct,data cleaning
left_join,data cleaning
group_by,data cleaning
mutate,data cleaning
ifelse,data cleaning
mutate,data cleaning
ifelse,data cleaning
count,data cleaning
filter,data cleaning
sum,data cleaning
sum,data cleaning
write_csv,data cleaning
rm,setup
ls,setup
library,setup
library,setup
filter,data cleaning
filter,data cleaning
mutate,data cleaning
select,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
ungroup,data cleaning
rename,data cleaning
filter,data cleaning
mutate,data cleaning
select,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
ungroup,data cleaning
rename,data cleaning
colnames,data cleaning
colnames,data cleaning
rbind,setup
rm,setup
rename,data cleaning
mutate,data cleaning
ifelse,data cleaning
is.na,data cleaning
select,data cleaning
ifelse,data cleaning
str_detect,exploratory
filter,data cleaning
select,data cleaning
distinct,data cleaning
filter,data cleaning
%in%,data cleaning
unique,data cleaning
mutate,data cleaning
as.numeric,data cleaning
filter,data cleaning
%in%,data cleaning
select,data cleaning
mutate,data cleaning
as.integer,evaluation
left_join,data cleaning
arrange,data cleaning
desc,data cleaning
group_by,data cleaning
summarise,data cleaning
list,data cleaning
list,data cleaning
list,data cleaning
list,data cleaning
tibble,data cleaning
tibble,data cleaning
unlist,data cleaning
unlist,data cleaning
unlist,data cleaning
unlist,data cleaning
select,data cleaning
left_join,data cleaning
mutate,data cleaning
sum,data cleaning
round,modeling
sum,data cleaning
floor,data cleaning
for,data cleaning
as.integer,evaluation
sum,data cleaning
mutate,data cleaning
ifelse,data cleaning
for,data cleaning
print,evaluation
filter,data cleaning
sum,data cleaning
print,evaluation
mutate,data cleaning
mutate,data cleaning
mutate,data cleaning
ifelse,data cleaning
max,data cleaning
if,data cleaning
sum,data cleaning
for,data cleaning
as.integer,evaluation
if,data cleaning
is.na,data cleaning
as.integer,evaluation
mutate,data cleaning
ifelse,data cleaning
max,data cleaning
mutate,data cleaning
mutate,data cleaning
if,data cleaning
rbind,setup
rm,setup
sum,data cleaning
ungroup,data cleaning
select,data cleaning
rename,data cleaning
for,data cleaning
print,evaluation
filter,data cleaning
sum,data cleaning
print,evaluation
mutate,data cleaning
mutate,data cleaning
mutate,data cleaning
ifelse,data cleaning
desc,data cleaning
sum,data cleaning
mutate,data cleaning
ifelse,data cleaning
desc,data cleaning
if,data cleaning
sum,data cleaning
for,data cleaning
as.integer,evaluation
if,data cleaning
is.na,data cleaning
as.integer,evaluation
mutate,data cleaning
ifelse,data cleaning
max,data cleaning
mutate,data cleaning
mutate,data cleaning
if,data cleaning
rbind,setup
rm,setup
sum,data cleaning
ungroup,data cleaning
select,data cleaning
rename,data cleaning
left_join,data cleaning
left_join,data cleaning
sum,data cleaning
sum,data cleaning
group_by,data cleaning
select,data cleaning
select,data cleaning
rename,data cleaning
ungroup,data cleaning
select,data cleaning
left_join,data cleaning
group_by,data cleaning
arrange,data cleaning
desc,data cleaning
desc,data cleaning
filter,data cleaning
mutate,data cleaning
distinct,data cleaning
left_join,data cleaning
group_by,data cleaning
mutate,data cleaning
ifelse,data cleaning
mutate,data cleaning
ifelse,data cleaning
count,data cleaning
filter,data cleaning
sum,data cleaning
sum,data cleaning
write_csv,data cleaning
rm,setup
ls,setup
library,setup
library,setup
filter,data cleaning
filter,data cleaning
mutate,data cleaning
ifelse,data cleaning
filter,data cleaning
select,data cleaning
mutate,data cleaning
ifelse,data cleaning
str_split,data cleaning
map,data cleaning
unique,data cleaning
filter,data cleaning
select,data cleaning
distinct,data cleaning
filter,data cleaning
%in%,data cleaning
unique,data cleaning
mutate,data cleaning
as.numeric,data cleaning
filter,data cleaning
%in%,data cleaning
left_join,data cleaning
group_by,data cleaning
summarise,data cleaning
list,data cleaning
list,data cleaning
list,data cleaning
list,data cleaning
tibble,data cleaning
tibble,data cleaning
unlist,data cleaning
unlist,data cleaning
unlist,data cleaning
select,data cleaning
left_join,data cleaning
mutate,data cleaning
sum,data cleaning
round,modeling
sum,data cleaning
floor,data cleaning
for,data cleaning
as.integer,evaluation
sum,data cleaning
mutate,data cleaning
ifelse,data cleaning
for,data cleaning
print,evaluation
filter,data cleaning
filter,data cleaning
sum,data cleaning
print,evaluation
mutate,data cleaning
mutate,data cleaning
mutate,data cleaning
ifelse,data cleaning
max,data cleaning
mutate,data cleaning
if,data cleaning
rbind,setup
rm,setup
sum,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
mutate,data cleaning
arrange,data cleaning
select,data cleaning
rename,data cleaning
for,data cleaning
print,evaluation
filter,data cleaning
sum,data cleaning
print,evaluation
mutate,data cleaning
mutate,data cleaning
mutate,data cleaning
ifelse,data cleaning
max,data cleaning
mutate,data cleaning
if,data cleaning
rbind,setup
rm,setup
sum,data cleaning
select,data cleaning
rename,data cleaning
for,data cleaning
print,evaluation
filter,data cleaning
filter,data cleaning
sum,data cleaning
print,evaluation
mutate,data cleaning
mutate,data cleaning
mutate,data cleaning
ifelse,data cleaning
desc,data cleaning
sum,data cleaning
mutate,data cleaning
ifelse,data cleaning
desc,data cleaning
mutate,data cleaning
if,data cleaning
rbind,setup
rm,setup
sum,data cleaning
select,data cleaning
rename,data cleaning
for,data cleaning
print,evaluation
filter,data cleaning
sum,data cleaning
print,evaluation
mutate,data cleaning
mutate,data cleaning
mutate,data cleaning
ifelse,data cleaning
desc,data cleaning
sum,data cleaning
mutate,data cleaning
ifelse,data cleaning
